,SPY buy-and-hold,60/40 SPY/AGG,Equal-weight universe,Momentum Top-5,Volatility-targeted SPY,Risk parity inverse-vol,Defensive basket buy-and-hold,Full Alpha Trinity rebuilt,Prediction-only MLP/RF,Crisis-only deterministic,Full Alpha Trinity rebuilt no-cost,Full Alpha Trinity no-leverage
2025-06-30,0.004781105489127135,0.0044878006247217606,0.003594975966773717,0.004773316672746608,0.0021870302684083853,0.0031027572010440263,0.0056149513051051425,0.004040123210265145,0.004279529013696104,0.0026772350593271543,0.004043149046325301,0.004040123210265145
2025-07-01,-0.0003235797161743603,-0.0005625756806452165,-0.001475809236707648,-0.017624668163464308,-0.0001482614879634303,-5.012850823438164e-05,0.0035454853949068443,-0.00261757959952047,-0.010734700162148392,-0.0006027164093714843,-0.0026095365578149288,-0.00261757959952047
2025-07-02,0.0045332765158159205,0.002231283225684333,0.0032581388288890345,0.006883104418519803,0.002049946453402951,0.0014320235685441052,0.0007709590709548131,0.0022557595450647394,0.006547969984175728,0.0031183446953175764,0.0022600839599209444,0.0022557595450647394
2025-07-03,0.007881485161686852,0.003913405215502097,0.0038718719332173634,0.008028136981446998,0.0037682913928192008,0.002403822557818014,-0.002913316527860643,0.005893892684077695,0.005471333564535552,0.0032369210324192377,0.00589787118751639,0.005893892684077695
2025-07-07,-0.007452114780816754,-0.005894940561519846,-0.006145686253807736,-0.005892132458041099,-0.003956782240072454,-0.005163714696280852,-0.0010118210737893873,-0.003652144545179592,-0.005202561268327965,-0.003937164417647243,-0.003648639117644792,-0.003652144545179592
2025-07-08,-0.0005477162177452977,-0.0004916810063293475,0.0015396118301567174,0.004830775497162598,-0.000294530183684083,0.00022244287316475209,-0.004170260018191652,-0.0012753225297146287,0.002577380935971707,0.0005792840860858739,-0.0012715710009205683,-0.0012753225297146287
2025-07-09,0.005996626767211355,0.005269150309949122,0.006026340894381033,0.01218713844527497,0.0029317596051994244,0.004637317492606208,0.004144826472810115,0.006279506294786019,0.009183763245119492,0.004425069766916145,0.006282942373354361,0.006279506294786019
2025-07-10,0.002820211585405019,0.0015688240189173364,0.0022429973708668616,-0.00039220734540645896,0.0021459899238394087,0.0019038473802603928,0.0013725165600730893,0.001462692597158366,0.002400413466219442,0.0020235982240304207,0.001575338266430748,0.001462692597158366
2025-07-11,-0.0035153258608029425,-0.0037752284868208807,-0.0030385786399949044,-0.0018371317013609056,-0.0033368009010276145,-0.0033356299556637214,0.0015874561932820441,-0.0019802390429253247,-0.0018096565771394957,-0.0007725764486713471,-0.0018625305270503212,-0.0019802390429253247
2025-07-14,0.0019082159291465839,0.0011031813582806915,0.0014945921853157795,0.0014656118638545212,0.0018354425040016942,0.0015754370104184012,-0.00110455772920115,0.0014686224945463788,0.0013928337571029736,0.0011886340902398373,0.001471847041207619,0.0014686224945463788
2025-07-15,-0.004273265144196681,-0.0037477110424031235,-0.004035870126716579,0.010076022592377942,-0.004119362123465309,-0.005037916509472273,-0.0018518739280366514,-1.4043924171369682e-05,0.0062544460126237045,-0.002590307502728484,-2.6278325745421327e-06,-1.4043924171369682e-05
2025-07-16,0.0033431911185151097,0.002577842137453157,-0.0012063414359039237,-0.0008918535235861169,0.0031756131587452607,0.0010365693848055635,0.001510913953515436,0.0008871838371844465,-0.008644576829865969,-0.0009850042510682888,0.0010004872457571867,0.0008871838371844465
2025-07-17,0.006119689977517551,0.0038325356889681306,0.003208203137002208,0.002566713075091931,0.00623139602043743,0.003171332697270879,0.0003236541541329352,0.004691693917433959,0.0026469164668652123,0.0026761356662443614,0.004793018571700669,0.004691693917433959
2025-07-18,-0.0007324129021104575,0.00029453975146176425,-0.0007292334915768306,-0.0011509926456454433,-0.0008320054127647358,2.544051148167803e-05,0.001244341285253192,-0.00039212816760103575,-0.0009388119835779252,-0.0006237890190543549,-0.00029680724327041386,-0.00039212816760103575
2025-07-21,0.001896175165666536,0.0022380865838242947,-9.591958068411177e-05,0.0012514321645678006,0.0019923380633952714,0.00036567237258355867,0.0061881133463632665,0.0012535428971027773,-0.0003955422238753892,3.423421317894082e-05,0.001348578359730901,0.0012535428971027773
2025-07-22,0.0001431211632245688,0.0008575189950694728,0.0013193071493862174,-0.00980778502235502,0.0001021422473290734,0.0026863883550594103,0.0037178682545566666,-0.008429129256738888,-0.009589609803913879,0.0009671056671334277,-0.008419656252382834,-0.008429129256738888
2025-07-23,0.00850744324203112,0.004206526700984092,0.007557380353630627,0.011710372935947566,0.010060330976611187,0.005728526343948825,-0.006561361531485788,0.010062210439605979,0.011211884290769136,0.005128267966770572,0.010069796681895227,0.010062210439605979
2025-07-24,0.00033114960935609616,-4.574643916532839e-05,0.0001657722452637067,0.005870381005417924,0.0003521527222858367,-0.0007237309935866909,-0.0021428814485424663,0.004979752635903889,0.005970537762337136,-2.512618362704444e-06,0.004986452511412276,0.004979752635903889
2025-07-25,0.004224252618048929,0.0031844019761695375,0.0003595473555959572,0.0026967250453548974,0.005222681577301547,0.0012520609175108444,-0.0018286482234263213,0.00013012101954879007,-0.0020867257633641056,-0.0004802368166936244,0.00013362078050160875,0.00013012101954879007
2025-07-28,-0.0002510035553040524,-0.0006792059883669044,-0.0006772503416480058,0.004663493045032663,-0.0003756815216666709,-0.0018815328881637283,-0.0008476052276854551,0.005674380267516321,0.006945414987731491,0.0002426242814568269,0.005681898027178667,0.005674380267516321
2025-07-29,-0.0026376486020820433,0.0005697046125514582,-0.0007915453333637856,-0.008884403474722191,-0.0033665045091604284,0.001013781147987336,0.005300534206850838,-0.007212487029797154,-0.007053966511687215,-0.001028424344495682,-0.007206289073883876,-0.007212487029797154
2025-07-30,-0.001259331011043141,-0.001889390488594711,-0.0026796827439171667,0.002455906835713728,-0.0016380209100467225,-0.0027770374555644572,-0.00552179691788135,0.0030509736873809423,0.004075756318515422,-0.002183620284252563,0.0030612084139896023,0.0030509736873809423
2025-07-31,-0.0037512265266995692,-0.0020498437840743566,0.001085831692393402,0.02775322253109902,-0.004784594770382289,-1.0014451690132375e-06,0.003296024261700836,0.020628649690818568,0.01437685943260969,0.0014389264246319478,0.02069621091436069,0.020628649690818568
2025-08-01,-0.016390369519761472,-0.0063870776312200395,-0.007771561133920413,-0.021176032821970003,-0.02106816736953998,-0.0057433510403011034,0.008601783524030848,-0.01685085041569545,-0.014886671989916,-0.006386296457644991,-0.016795065216513638,-0.01685085041569545
2025-08-04,0.01519971367995021,0.009435689358067378,0.01242716241806674,0.024183428719098732,0.01944855626336972,0.009541747796041333,0.0027402403229808137,0.022606661349042545,0.022056650988607984,0.009837406574222385,0.022617528685971333,0.022606661349042545
2025-08-05,-0.005069869050569054,-0.002923617346264118,-0.00299503116686084,-0.009977810937082165,-0.006388730939623,-0.0017226760766402283,0.0008277788999149216,-0.007943686677476247,-0.008282630018622061,-0.00237888218187432,-0.007919763390895729,-0.007943686677476247
2025-08-06,0.007659679494191662,0.004430745985535722,0.0005531179882019011,0.0047406152203965934,0.009235589435208524,0.0003642424588183868,-0.003238670665930199,0.00478565667999864,0.004788832256150677,3.0013143024643085e-05,0.004805661924422555,0.00478565667999864
2025-08-07,-0.0008376239960258269,-0.000825132771080872,0.0020299318368772745,-0.002186719992640751,-0.0010661121417927522,0.001601714749873917,0.002685812481857841,-0.0011368800869393514,0.001238191288264856,0.0021891239108846605,-0.0011297686874900403,-0.0011368800869393514
2025-08-08,0.007797572699558275,0.003907248935055785,0.0033103714386535366,0.007576795695789285,0.009247941335753351,0.0019963807599450156,-0.0006607834785363753,0.00687626649336015,0.006812132621838662,0.0029183279537876583,0.006879676285410197,0.00687626649336015
2025-08-11,-0.001977539647394999,-0.0009048286535928707,-0.0016303432334384693,-0.0029150877847140544,-0.002643095335436607,-0.000837096793970149,-0.0043103850334133,-0.0033069148863983377,-0.003176538463504852,-0.002004994783919578,-0.003305137200063313,-0.0033069148863983377
2025-08-12,0.010646017662282237,0.006382499486669246,0.0094930223171521,0.013740846001932372,0.013764340569758726,0.007025806593971007,-0.002390601948478732,0.011987206110379178,0.01236539580016438,0.007030751424048187,0.011995290125780489,0.011987206110379178
2025-08-13,0.003423147456803166,0.0035081791819981945,0.004099819140387817,-0.007361523571079109,0.004377422564775246,0.0040009903588984486,0.002510291583795121,-0.005170252054564228,-0.003844422241319978,0.0027299468412849137,-0.005164169731770696,-0.005170252054564228
2025-08-14,9.306090191762983e-05,-0.0010726607771379681,-0.0030336495652382167,-0.0010083735843549047,4.9493964045188577e-05,-0.0033159627477162834,-0.003223089622790165,0.000765493033723974,0.000500005542029669,-0.0021096958990418635,0.0007681290796464069,0.000765493033723974
2025-08-15,-0.002341289856780615,-0.0020106603412418655,-0.0008122524171211287,-0.003671799826430844,-0.003116112654880876,-0.0004503424383698329,-0.0019730393644749045,-0.0030423776181843776,-0.0033517032682502945,-0.0005369044166992909,-0.0030381495893472277,-0.0030423776181843776
2025-08-18,-0.00021753577502092725,-0.0005756303074007096,-0.0012157230607979796,-0.00335800616224069,-0.00035440300635647404,-0.0007473778812817633,-0.0006103556069083638,-0.0026843983168907126,-0.002234581265772473,-0.000691021946012671,-0.0026752519993198387,-0.0026843983168907126
2025-08-19,-0.0054252252305696524,-0.002489766881276001,-0.0024820947150009376,-0.01823259552818357,-0.007126432941192973,-0.0004581772790865912,-0.000225592741217584,-0.016720556668526676,-0.015705865517088302,-0.002373512382297327,-0.016709534067514187,-0.016720556668526676
2025-08-20,-0.0026570836306466505,-0.0013534047671612814,0.0012814718779199374,-0.004759548241985545,-0.0035267678807944236,0.0011230935644790385,0.004175385905689888,-0.001464136279480277,-0.0007322761110823972,0.001533970568980969,-0.0014615011264446087,-0.001464136279480277
